,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1611,Kent,41.1536674,-81.357886,Insomnia Cookies,41.15193698843851,-81.35796267212551,Dessert Shop
1612,Kent,41.1536674,-81.357886,Ray's Place,41.15330665515205,-81.3588270000974,Bar
1613,Kent,41.1536674,-81.357886,Popped!,41.153096748037115,-81.35688424040589,Chocolate Shop
1614,Kent,41.1536674,-81.357886,Scribbles Coffee Co.,41.15534232485074,-81.35807997085445,Coffee Shop
1615,Kent,41.1536674,-81.357886,Yogurt Vi,41.15201902419801,-81.357970567686,Dessert Shop
1616,Kent,41.1536674,-81.357886,Troy Grille,41.15378154951139,-81.3578134226336,Mediterranean Restaurant
1617,Kent,41.1536674,-81.357886,Twisted Meltz,41.153443434029896,-81.35691612599544,Sandwich Place
1618,Kent,41.1536674,-81.357886,Taco Tontos,41.153301088796226,-81.35874919961478,Taco Place
1619,Kent,41.1536674,-81.357886,Acorn Alley,41.15346911726444,-81.35697354756772,Plaza
1620,Kent,41.1536674,-81.357886,Venice Café,41.15285554558005,-81.35887816689828,Bar
1621,Kent,41.1536674,-81.357886,Last Exit Books,41.15375789086481,-81.35771661696782,Bookstore
1622,Kent,41.1536674,-81.357886,One Love Yoga Boutique,41.15187753451341,-81.35783579170219,Yoga Studio
1623,Kent,41.1536674,-81.357886,Wild Goats Cafe,41.15409703583327,-81.36132071238812,Café
1624,Kent,41.1536674,-81.357886,Riverside Park,41.153658175245184,-81.35978382030005,Park
1625,Kent,41.1536674,-81.357886,Off The Wagon Shop,41.15362683752973,-81.35709523339746,Toy / Game Store
1626,Kent,41.1536674,-81.357886,Woodsy's Music,41.15316715739538,-81.3580454034573,Music Store
1627,Kent,41.1536674,-81.357886,Bent Tree Coffee Roasters,41.15633037966304,-81.35798300869315,Coffee Shop
1628,Kent,41.1536674,-81.357886,Guys Pizza Co,41.153000151242104,-81.35818633121565,Pizza Place
1629,Kent,41.1536674,-81.357886,Peace Love & Little Donuts,41.15251600787936,-81.3575189215212,Donut Shop
1630,Kent,41.1536674,-81.357886,Fresco Mexican Grill & Salsa Bar,41.15251126756772,-81.35788413534547,Mexican Restaurant
1631,Kent,41.1536674,-81.357886,The Original Dave's Cosmic Subs,41.15231009853971,-81.35799960823806,Sandwich Place
1632,Kent,41.1536674,-81.357886,Universitees,41.152448,-81.357613,Clothing Store
1633,Kent,41.1536674,-81.357886,Buffalo Wild Wings,41.1536329,-81.3566266,Wings Joint
1634,Kent,41.1536674,-81.357886,Franklin Square Deli,41.15364193249243,-81.35820079321995,Sandwich Place
1635,Kent,41.1536674,-81.357886,Haymaker Farmers Market,41.15139294464322,-81.35957465222168,Farmers Market
1636,Kent,41.1536674,-81.357886,Zephyr Pub,41.153642933197304,-81.35835884259825,Pub
1637,Kent,41.1536674,-81.357886,Kent Stage,41.15411360019562,-81.35660015241903,Concert Hall
1638,Kent,41.1536674,-81.357886,101 Bottles of Beer on the Wall,41.15426395105023,-81.35252088301752,Beer Store
1639,Kent,41.1536674,-81.357886,FireFly Hookah Bar,41.15325564939126,-81.3583422165451,Hookah Bar
1640,Kent,41.1536674,-81.357886,Kent State University Hotel & Conference Center,41.152233,-81.356013,Hotel
1641,Kent,41.1536674,-81.357886,The Pub,41.15054511512087,-81.36001184677971,Bar
1642,Kent,41.1536674,-81.357886,Jimmy John's,41.15376375254128,-81.35681170840184,Sandwich Place
1643,Kent,41.1536674,-81.357886,Water Street Tavern,41.15318154307563,-81.35824348729021,Bar
1644,Kent,41.1536674,-81.357886,Pizza Fire,41.15194354849009,-81.3567707791287,Pizza Place
1645,Kent,41.1536674,-81.357886,Paninis Bar and Grill,41.15174651330884,-81.35790937754156,American Restaurant
1646,Kent,41.1536674,-81.357886,Belleria Pizza & Italian Restaurant,41.15286053215789,-81.35706228301052,Italian Restaurant
1647,Kent,41.1536674,-81.357886,Penn Station  East Coast Subs,41.15425185286909,-81.35262287663424,Sandwich Place
1648,Kent,41.1536674,-81.357886,The Exchange,41.15456767087185,-81.35221598495946,Video Game Store
1649,Kent,41.1536674,-81.357886,Anthony's Café & Cakes,41.15415078506095,-81.35831519683222,Café
1650,Kent,41.1536674,-81.357886,Laziza,41.152786471949554,-81.35675189140268,Mediterranean Restaurant
1651,Kenton,40.647817100000005,-83.6089968,Jitterz Coffee Company,40.64820170402527,-83.609367,Café
1652,Kenton,40.647817100000005,-83.6089968,Family Video,40.645771999999994,-83.60887199999999,Video Store
1653,Kenton,40.647817100000005,-83.6089968,Huntington Bank,40.6484283,-83.60896149999999,Bank
1654,Kenton,40.647817100000005,-83.6089968,U.S. Bank ATM,40.64840959,-83.60769425,ATM
1655,Kenton,40.647817100000005,-83.6089968,SUBWAY,40.648328806196034,-83.6071493570604,Sandwich Place
1656,Kenton,40.647817100000005,-83.6089968,Domino's Pizza,40.647500965238024,-83.60772460699081,Pizza Place
1657,Kenton,40.647817100000005,-83.6089968,Family Dollar,40.645345,-83.609765,Discount Store
1658,Kenton,40.647817100000005,-83.6089968,Rite Aid,40.6463445,-83.6094859,Pharmacy
1659,Kenton,40.647817100000005,-83.6089968,Wendy’s,40.645812800206585,-83.60968361492269,Fast Food Restaurant
1660,Kenton,40.647817100000005,-83.6089968,Village Pantry,40.643743228671234,-83.60885066670043,Gas Station
1661,Kenton,40.647817100000005,-83.6089968,The Mouse House Cheese & Deli,40.64796447753906,-83.61209106445312,Deli / Bodega
1662,Kenton,40.647817100000005,-83.6089968,Fuel America,40.64447467650368,-83.60785258174857,Convenience Store
1663,Kenton,40.647817100000005,-83.6089968,Taco Bell,40.65141705948333,-83.607426338459,Burrito Place
1664,Kettering,39.6895036,-84.16882740000001,Bath & Body Works,39.688643621226106,-84.167105538148,Cosmetics Shop
1665,Kettering,39.6895036,-84.16882740000001,Marion's Piazza,39.68918590283572,-84.16783525860033,Pizza Place
1666,Kettering,39.6895036,-84.16882740000001,EPIC Coffee Shop,39.689313,-84.169651,Coffee Shop
1667,Kettering,39.6895036,-84.16882740000001,First Watch,39.687527,-84.166392,Breakfast Spot
1668,Kettering,39.6895036,-84.16882740000001,Donatos Pizza,39.6899349533452,-84.16912235700232,Pizza Place
1669,Kettering,39.6895036,-84.16882740000001,Trader Joe's,39.68860760731331,-84.16482027124046,Grocery Store
1670,Kettering,39.6895036,-84.16882740000001,Stein Mart,39.688398218455816,-84.1674667596817,Department Store
1671,Kettering,39.6895036,-84.16882740000001,Roderer Shoe Center,39.68852473640584,-84.16512826190359,Shoe Store
1672,Kettering,39.6895036,-84.16882740000001,Panera Bread,39.687809,-84.167144,Bakery
1673,Kettering,39.6895036,-84.16882740000001,Orange Leaf Frozen Yogurt,39.68869910677256,-84.16398349695395,Frozen Yogurt Shop
1674,Kettering,39.6895036,-84.16882740000001,T.J. Maxx,39.6883142,-84.1658583,Department Store
1675,Kettering,39.6895036,-84.16882740000001,Petco,39.688347,-84.165656,Pet Store
1676,Kettering,39.6895036,-84.16882740000001,Town & Country Shopping Center,39.688497292175455,-84.16557312011719,Shopping Mall
1677,Kettering,39.6895036,-84.16882740000001,Chick-fil-A,39.6891953,-84.1637807,Fast Food Restaurant
1678,Kettering,39.6895036,-84.16882740000001,Firehouse Subs Kettering,39.68517986930035,-84.16833669051388,Sandwich Place
1679,Kettering,39.6895036,-84.16882740000001,2nd & Charles,39.6882537326435,-84.1645863125032,Used Bookstore
1680,Kettering,39.6895036,-84.16882740000001,Figlio,39.68809269945566,-84.16397156804429,Italian Restaurant
1681,Kettering,39.6895036,-84.16882740000001,GNC,39.688226,-84.165716,Supplement Shop
1682,Kettering,39.6895036,-84.16882740000001,PNC Bank,39.6883678,-84.1680922,Bank
1683,Kettering,39.6895036,-84.16882740000001,Tuesday Morning,39.6876656,-84.1658152,Discount Store
1684,Kettering,39.6895036,-84.16882740000001,Fifth Third Bank & ATM,39.687710966829314,-84.16808568321812,Bank
1685,Kettering,39.6895036,-84.16882740000001,Buffalo Wild Wings,39.6884300350973,-84.16632280514932,Wings Joint
1686,Kettering,39.6895036,-84.16882740000001,JoS. A. Bank,39.688226,-84.165716,Men's Store
1687,Kettering,39.6895036,-84.16882740000001,Roush Stadium,39.69354033650254,-84.16671508393841,Football Stadium
1688,Kettering,39.6895036,-84.16882740000001,Shell,39.69003064,-84.16832,Gas Station
1689,Kettering,39.6895036,-84.16882740000001,BP,39.68924842,-84.16817505,Gas Station
1690,Kettering,39.6895036,-84.16882740000001,Young Chow,39.68914,-84.169189,Chinese Restaurant
1691,Kettering,39.6895036,-84.16882740000001,Artisans,39.68861219564412,-84.16386568280903,Gift Shop
1692,Kettering,39.6895036,-84.16882740000001,Intersection Of Stroop & Shroyer,39.68937620247165,-84.16334649711135,Intersection
1693,Kettering,39.6895036,-84.16882740000001,The Trend Setters,39.68830108642578,-84.16329956054688,Cosmetics Shop
1694,Kirtland,41.628937,-81.361499,Historic Kirtland Visitor's Center,41.628656,-81.360589,Tourist Information Center
1695,Kirtland,41.628937,-81.361499,Newel K Whitney Store,41.62913286004436,-81.36131286621094,Historic Site
1696,Kirtland,41.628937,-81.361499,"Single Source Contracting, L.L.C.",41.62885218112597,-81.36208534240723,Home Service
1697,Lakewood,41.481993200000005,-81.7981908,Melt Bar and Grilled,41.48532114172113,-81.79907914110447,Comfort Food Restaurant
1698,Lakewood,41.481993200000005,-81.7981908,Aladdin's Eatery,41.485360033847876,-81.79703734161636,Middle Eastern Restaurant
1699,Lakewood,41.481993200000005,-81.7981908,Forage Public House,41.485324205878015,-81.79775371633133,Gastropub
1700,Lakewood,41.481993200000005,-81.7981908,Rozi's Wine House,41.485263052905445,-81.800598577084,Wine Shop
1701,Lakewood,41.481993200000005,-81.7981908,Dave's Cosmic Subs,41.48502243402095,-81.80009203545558,Sandwich Place
1702,Lakewood,41.481993200000005,-81.7981908,Souper Market,41.48504852379082,-81.7999907693581,Soup Place
1703,Lakewood,41.481993200000005,-81.7981908,16-Bit Bar+Arcade,41.485293394346684,-81.80131609758399,Bar
1704,Lakewood,41.481993200000005,-81.7981908,Sauced Taproom & Kitchen,41.48507,-81.798871,Pizza Place
1705,Lakewood,41.481993200000005,-81.7981908,Falafel Xpress,41.48413,-81.80076899999999,Falafel Restaurant
1706,Lakewood,41.481993200000005,-81.7981908,Deagan's Kitchen & Bar,41.48514603869663,-81.80002059413626,Gastropub
1707,Lakewood,41.481993200000005,-81.7981908,The Root Cafe,41.4851374,-81.80207879999999,Café
1708,Lakewood,41.481993200000005,-81.7981908,Tease Hair & Body Parlor,41.4851295,-81.8019722,Salon / Barbershop
1709,Lakewood,41.481993200000005,-81.7981908,Menchie's,41.485110673385016,-81.80126450991564,Frozen Yogurt Shop
1710,Lakewood,41.481993200000005,-81.7981908,Panera Bread,41.4850463,-81.7985125,Bakery
1711,Lakewood,41.481993200000005,-81.7981908,Einstein Bros Bagels,41.48501325794379,-81.79781153798098,Bagel Shop
1712,Lakewood,41.481993200000005,-81.7981908,Brown Sugar Thai Spice,41.484826,-81.799221,Thai Restaurant
1713,Lakewood,41.481993200000005,-81.7981908,Avalon Exchange,41.485283,-81.80105,Thrift / Vintage Store
1714,Lakewood,41.481993200000005,-81.7981908,The Tea Lab,41.4854552,-81.7967785,Tea Room
1715,Lakewood,41.481993200000005,-81.7981908,The Place to Be Deli-Restaurant,41.48539020238257,-81.7993633621719,Diner
1716,Lakewood,41.481993200000005,-81.7981908,Geiger's Clothing & Sports,41.48523879880817,-81.7989061707454,Sporting Goods Shop
1717,Lakewood,41.481993200000005,-81.7981908,Lion And Blue,41.48508899832823,-81.80186468752049,Accessories Store
1718,Lakewood,41.481993200000005,-81.7981908,GameStop,41.4845139128582,-81.80076598191853,Video Game Store
1719,Lakewood,41.481993200000005,-81.7981908,Chipotle Mexican Grill,41.484769135560626,-81.80115792295692,Mexican Restaurant
1720,Lakewood,41.481993200000005,-81.7981908,Great Clips,41.48522925954808,-81.80110126733786,Salon / Barbershop
1721,Lakewood,41.481993200000005,-81.7981908,Jimmy John's,41.48476215277088,-81.7994641646319,Sandwich Place
1722,Lakewood,41.481993200000005,-81.7981908,Starbucks,41.484683000000004,-81.801587,Coffee Shop
1723,Lakewood,41.481993200000005,-81.7981908,AT&T,41.4849665,-81.7987424,Mobile Phone Shop
1724,Lakewood,41.481993200000005,-81.7981908,GNC,41.4850880466072,-81.80091674841752,Supplement Shop
1725,Lakewood,41.481993200000005,-81.7981908,The UPS Store,41.48395333265917,-81.79994121193886,Shipping Store
1726,Lakewood,41.481993200000005,-81.7981908,The Exchange,41.48507257600277,-81.80175572641596,Music Store
1727,Lakewood,41.481993200000005,-81.7981908,Huntington Bank,41.4848305,-81.80217915,Bank
1728,Lakewood,41.481993200000005,-81.7981908,Howard Hanna Lakewood,41.482460021972656,-81.79931640625,Real Estate Office
1729,Lakewood,41.481993200000005,-81.7981908,Madison Ave Auto Repair,41.47757656893733,-81.79889338784817,Auto Garage
1730,Lancaster,39.71367539999999,-82.59932940000002,Ale House 1890,39.71388639705916,-82.60383326575904,Gastropub
1731,Lancaster,39.71367539999999,-82.59932940000002,Four Reasons Bakery and Deli,39.71383929958739,-82.60319023607752,Deli / Bodega
1732,Lancaster,39.71367539999999,-82.59932940000002,Chase Bank,39.7129473,-82.602161,Bank
1733,Lancaster,39.71367539999999,-82.59932940000002,AHA Hands-On Adventure Children's Museum,39.710897177679094,-82.60232652841765,Museum
1734,Lancaster,39.71367539999999,-82.59932940000002,PNC Bank,39.713428,-82.603844,Bank
1735,Lancaster,39.71367539999999,-82.59932940000002,Fountain At The Square,39.713475888522254,-82.60192722946272,Park
1736,Lancaster,39.71367539999999,-82.59932940000002,Double Edge Brewing Company,39.712571,-82.604363,Brewery
1737,Lebanon,39.43533729999999,-84.2029922,A Taste Of India,39.435646999999996,-84.2071,Indian Restaurant
1738,Lebanon,39.43533729999999,-84.2029922,Whit's Frozen Custard,39.43424648781316,-84.20823481264819,Ice Cream Shop
1739,Lebanon,39.43533729999999,-84.2029922,The Golden Lamb,39.43372254958444,-84.20840207231407,Bed & Breakfast
1740,Lebanon,39.43533729999999,-84.2029922,Village Ice Cream Parlor and Restaurant,39.434003163884995,-84.20821803913063,Ice Cream Shop
1741,Lebanon,39.43533729999999,-84.2029922,The Breakfast Club,39.43570689172029,-84.20773942865192,Breakfast Spot
1742,Lebanon,39.43533729999999,-84.2029922,Doc's Place,39.434608000000004,-84.208685,American Restaurant
1743,Lebanon,39.43533729999999,-84.2029922,Flavors Eatery Cafe,39.434182,-84.208001,Café
1744,Lebanon,39.43533729999999,-84.2029922,Village Wine Cellars,39.434317640010384,-84.20698800759519,Pub
1745,Lebanon,39.43533729999999,-84.2029922,Law Offices of Jim L Hardin,39.435477,-84.204962,Lawyer
1746,Lebanon,39.43533729999999,-84.2029922,Lebanon Bluesfest,39.43420446428524,-84.20590614687279,Music Venue
1747,Lebanon,39.43533729999999,-84.2029922,The Jam & Jelly Lady,39.434432,-84.206788,Gourmet Shop
1748,Lebanon,39.43533729999999,-84.2029922,Roll On In,39.434548,-84.207523,New American Restaurant
1749,Lebanon,39.43533729999999,-84.2029922,Fifth Third Bank & ATM,39.4361739,-84.2075171,Bank
1750,Lebanon,39.43533729999999,-84.2029922,Cherry Street Cafe,39.43221,-84.20533,Breakfast Spot
1751,Lebanon,39.43533729999999,-84.2029922,Lebanon Theatre Company,39.43238830566406,-84.2057876586914,Theater
1752,Lebanon,39.43533729999999,-84.2029922,Thomas The Train Ride,39.43186,-84.20626696666666,Arts & Entertainment
1753,Lebanon,39.43533729999999,-84.2029922,The One,39.43681573,-84.2082351,Cosmetics Shop
1754,Lima,40.7399785,-84.105006,The Meeting Place on Market,40.74014208522425,-84.10781446149244,Internet Cafe
1755,Lima,40.7399785,-84.105006,Old City Prime Steakhouse,40.73819293996301,-84.10479768911648,American Restaurant
1756,Lima,40.7399785,-84.105006,Kewpee Hamburgers,40.74036548736038,-84.10700754967594,Burger Joint
1757,Lima,40.7399785,-84.105006,Joey's Subs,40.740924,-84.10459200000001,Sandwich Place
1758,Lima,40.7399785,-84.105006,The Met,40.7429552304203,-84.1048779658429,Wine Bar
1759,Lima,40.7399785,-84.105006,Alter Ego Comics,40.74227,-84.10482,Bookstore
1760,Lima,40.7399785,-84.105006,Veterans Memorial Civic Center,40.73933361340317,-84.1056686009818,Concert Hall
1761,Lima,40.7399785,-84.105006,Lima Family YMCA,40.736802113730306,-84.10620491762725,Gym / Fitness Center
1762,Lima,40.7399785,-84.105006,Chase Bank,40.7412499,-84.1061078,Bank
1763,Lima,40.7399785,-84.105006,Wingate by Wyndham Lima Downtown,40.7399728,-84.1064854,Hotel
1764,Lima,40.7399785,-84.105006,Family Dollar,40.7374080455494,-84.10550143607202,Discount Store
1765,Lima,40.7399785,-84.105006,Fifth Third Bank & ATM,40.7421358,-84.1080157,Bank
1766,Lima,40.7399785,-84.105006,Vivace,40.740471,-84.105625,Café
1767,Lima,40.7399785,-84.105006,Mulligan's Golf & Spirits,40.74144850828169,-84.10662235039516,Sports Bar
1768,Logan,39.539870799999996,-82.4084891,Pizza Crossing,39.540637487575175,-82.40661234237366,Pizza Place
1769,Logan,39.539870799999996,-82.4084891,Maya Burrito Company,39.540416,-82.408449,Burrito Place
1770,Logan,39.539870799999996,-82.4084891,M and M Family Diner,39.540308,-82.409484,Food
1771,Logan,39.539870799999996,-82.4084891,U.S. Bank ATM,39.54023898539806,-82.41085298557323,ATM
1772,Logan,39.539870799999996,-82.4084891,Speedway,39.5382702420178,-82.40756765105786,Gas Station
1773,Logan,39.539870799999996,-82.4084891,PNC Bank,39.5400282,-82.4094811,Bank
1774,Logan,39.539870799999996,-82.4084891,United States Postal Service,39.54092456723172,-82.40844123065472,Post Office
1775,Logan,39.539870799999996,-82.4084891,KFC,39.53814240471787,-82.406687755208,Fried Chicken Joint
1776,Logan,39.539870799999996,-82.4084891,North Fitness Center,39.54026886888385,-82.40850627422333,Gym / Fitness Center
1777,Logan,39.539870799999996,-82.4084891,In The Zone Sports Bar & Grill,39.540103912353516,-82.41094970703125,Sports Bar
1778,Logan,39.539870799999996,-82.4084891,Wendy’s,39.537177439856734,-82.40640994976275,Fast Food Restaurant
1779,London,39.886449299999995,-83.44825300000001,Ronetti's Pizza,39.885615,-83.44824399999999,Pizza Place
1780,London,39.886449299999995,-83.44825300000001,Phat Daddy's Pizza,39.8854,-83.44641800000001,Pizza Place
1781,London,39.886449299999995,-83.44825300000001,Huntington Bank,39.886357,-83.448115,Bank
1782,London,39.886449299999995,-83.44825300000001,SUBWAY,39.885555115725445,-83.45056842633721,Sandwich Place
1783,London,39.886449299999995,-83.44825300000001,PNC Bank,39.885667,-83.449125,Bank
1784,London,39.886449299999995,-83.44825300000001,KFC,39.88733364259415,-83.44661944601535,Fried Chicken Joint
1785,London,39.886449299999995,-83.44825300000001,Taco Bell,39.884251,-83.450885,Fast Food Restaurant
1786,London,39.886449299999995,-83.44825300000001,Speedway,39.88469534716805,-83.45056534339588,Gas Station
1787,London,39.886449299999995,-83.44825300000001,McDonald's,39.88705782261826,-83.44812780618668,Fast Food Restaurant
1788,Lorain,41.467323799999996,-82.1781904,Lorain Palace Theatre,41.465734394817915,-82.17508368738022,Theater
1789,Lorain,41.467323799999996,-82.1781904,Dollar General,41.46638107299805,-82.17890930175781,Discount Store
1790,Lorain,41.467323799999996,-82.1781904,Fifth Third Bank & ATM,41.466182257980186,-82.17528826512535,Bank
1791,Lorain,41.467323799999996,-82.1781904,Golden Crown,41.46705627441406,-82.17710876464844,Chinese Restaurant
1792,Lorain,41.467323799999996,-82.1781904,Gardens of Charleston Coffee Shop,41.4653205871582,-82.17510223388672,Coffee Shop
1793,Lorain,41.467323799999996,-82.1781904,Riverside Park/Marina,41.471062048110056,-82.17679023742676,Park
1794,Lorain,41.467323799999996,-82.1781904,Jet Express,41.463499015965965,-82.17930049346317,Boat or Ferry
1795,Louisville,40.8375307,-81.2595731,Giant Eagle Supermarket,40.83695682012717,-81.26066108837382,Supermarket
1796,Louisville,40.8375307,-81.2595731,Grinders Above & Beyond,40.83751976131452,-81.2625711150205,Sandwich Place
1797,Louisville,40.8375307,-81.2595731,Great Clips,40.83728908859249,-81.26270413398748,Salon / Barbershop
1798,Louisville,40.8375307,-81.2595731,Chase Bank,40.8378464641639,-81.26020029187202,Bank
1799,Louisville,40.8375307,-81.2595731,KeyBank,40.836724836062054,-81.25936301217872,Bank
1800,Louisville,40.8375307,-81.2595731,Papa John's Pizza,40.83727989274736,-81.26260687134123,Pizza Place
1801,Louisville,40.8375307,-81.2595731,Taco Bell,40.83791070546115,-81.26072111893046,Fast Food Restaurant
1802,Louisville,40.8375307,-81.2595731,McDonald's,40.838477220157046,-81.26004070043564,Fast Food Restaurant
1803,Louisville,40.8375307,-81.2595731,SUBWAY,40.83682640504598,-81.26336264184795,Sandwich Place
1804,Louisville,40.8375307,-81.2595731,GetGo Gas Station,40.83804089974388,-81.25981898098158,Gas Station
1805,Louisville,40.8375307,-81.2595731,Chris Downing Fitness Center,40.837835,-81.259187,Gym / Fitness Center
1806,Louisville,40.8375307,-81.2595731,Beatty's Sports,40.837255,-81.258495,Sporting Goods Shop
1807,Louisville,40.8375307,-81.2595731,China Garden,40.837913,-81.262037,Chinese Restaurant
1808,Louisville,40.8375307,-81.2595731,louisville vision center,40.837959999999995,-81.256854,Optical Shop
1809,Louisville,40.8375307,-81.2595731,Romeo's Pizza,40.83700942993164,-81.26361846923828,Pizza Place
1810,Loveland,39.2676804,-84.2746038,Lovely Nails,39.265909,-84.269326,Cosmetics Shop
1811,Lyndhurst,41.520052,-81.488732,Bangkok Thai Cuisine,41.519954452414126,-81.48661846538153,Thai Restaurant
1812,Lyndhurst,41.520052,-81.488732,Abo's Grill,41.519436,-81.489166,American Restaurant
1813,Lyndhurst,41.520052,-81.488732,Jet’s Pizza,41.519597073903746,-81.48664803084229,Pizza Place
1814,Lyndhurst,41.520052,-81.488732,Buffalo Wild Wings,41.52050604559275,-81.4836739079783,Wings Joint
1815,Lyndhurst,41.520052,-81.488732,Chase Bank,41.519472027331275,-81.4876151086488,Bank
1816,Lyndhurst,41.520052,-81.488732,Mr.Hero,41.52024770827504,-81.49168444277565,Fast Food Restaurant
1817,Lyndhurst,41.520052,-81.488732,ALDI,41.51884647616675,-81.49444364391911,Grocery Store
1818,Lyndhurst,41.520052,-81.488732,Brown Derby Roadhouse,41.51950620712652,-81.48619074077197,Steakhouse
1819,Lyndhurst,41.520052,-81.488732,Fox's Sports Bar & Grille,41.52020192635611,-81.4868755934559,Bar
1820,Lyndhurst,41.520052,-81.488732,Ava's Alley,41.52024615180827,-81.48429214954376,Dive Bar
1821,Lyndhurst,41.520052,-81.488732,GetGo,41.52020197078523,-81.4894688129425,Gas Station
1822,Lyndhurst,41.520052,-81.488732,David's Bridal,41.520574503806984,-81.48334667086601,Bridal Shop
1823,Lyndhurst,41.520052,-81.488732,Play It Again Sports,41.52153464066607,-81.48353502124104,Sporting Goods Shop
1824,Lyndhurst,41.520052,-81.488732,Donatos Pizza,41.52006,-81.4916429,Pizza Place
1825,Lyndhurst,41.520052,-81.488732,Papa Joe's Famous Subs and Pasta,41.52148941542317,-81.48362922273407,Sandwich Place
1826,Lyndhurst,41.520052,-81.488732,Hospice of the Western Reserve Resale Shop,41.52003585485381,-81.4945738817602,Hospice
1827,Macedonia,41.313666999999995,-81.50845,Casa D'Angelo's,41.31395471779419,-81.50639583114254,Italian Restaurant
1828,Macedonia,41.313666999999995,-81.50845,Penn Station East Coast Subs,41.313417281863984,-81.5116921399561,Sandwich Place
1829,Macedonia,41.313666999999995,-81.50845,Pulp Juice and Smoothie Bar,41.313794004574504,-81.51227945376286,Juice Bar
1830,Macedonia,41.313666999999995,-81.50845,Blue Willow Lounge,41.3150020705575,-81.51180840379337,Bar
1831,Macedonia,41.313666999999995,-81.50845,Pizza Hut,41.3134308,-81.5121496,Pizza Place
1832,Macedonia,41.313666999999995,-81.50845,Planet Fitness,41.314619200797644,-81.50454576590316,Gym
1833,Macedonia,41.313666999999995,-81.50845,Fifth Third Bank,41.314168218665394,-81.50448381900786,Bank
1834,Macedonia,41.313666999999995,-81.50845,Papa John's Pizza,41.313405132719126,-81.51194820109009,Pizza Place
1835,Macedonia,41.313666999999995,-81.50845,Batteries Plus Bulbs,41.313403,-81.512084,Other Repair Shop
1836,Macedonia,41.313666999999995,-81.50845,Walmart Grocery Pickup,41.3132973249372,-81.5144132695212,Grocery Store
1837,Macedonia,41.313666999999995,-81.50845,Dunkin',41.31415636246812,-81.50960696280868,Donut Shop
1838,Macedonia,41.313666999999995,-81.50845,SUBWAY,41.31503150786013,-81.50378544005156,Sandwich Place
1839,Macedonia,41.313666999999995,-81.50845,Guys Pizza Co,41.312975,-81.508344,Pizza Place
1840,Macedonia,41.313666999999995,-81.50845,SIDES to go! BBQ,41.31289291381836,-81.50807189941406,BBQ Joint
1841,Macedonia,41.313666999999995,-81.50845,Zuki Sushi House,41.31396,-81.5059,Sushi Restaurant
1842,Macedonia,41.313666999999995,-81.50845,Macedonia Memorial Park,41.31378038118152,-81.51151159389879,Park
1843,Macedonia,41.313666999999995,-81.50845,CosmoProf,41.315023,-81.511787,Health & Beauty Service
1844,Madeira,39.190892600000005,-84.3635507,A Tavola,39.18891793428707,-84.36304856818259,Pizza Place
1845,Madeira,39.190892600000005,-84.3635507,Starbucks,39.18844069,-84.36348828,Coffee Shop
1846,Madeira,39.190892600000005,-84.3635507,Bruegger's,39.1883414,-84.3635499,Bagel Shop
1847,Madeira,39.190892600000005,-84.3635507,Ferrari's Little Italy and Bakery,39.187030725157776,-84.36465351287939,Italian Restaurant
1848,Madeira,39.190892600000005,-84.3635507,Cheers To Art!,39.18647466851913,-84.36322145998963,Art Gallery
1849,Madeira,39.190892600000005,-84.3635507,CVS pharmacy,39.188216922780214,-84.36353713517539,Pharmacy
1850,Madeira,39.190892600000005,-84.3635507,U.S. Bank ATM,39.19058994964987,-84.36323025960287,ATM
1851,Madeira,39.190892600000005,-84.3635507,Coffee Please Coffee House,39.18732681756288,-84.363332937652,Coffee Shop
1852,Madeira,39.190892600000005,-84.3635507,Great Clips,39.188398792707254,-84.36365023255348,Salon / Barbershop
1853,Madeira,39.190892600000005,-84.3635507,Domino's Pizza,39.1897839220814,-84.36208665943379,Pizza Place
1854,Madeira,39.190892600000005,-84.3635507,SUBWAY,39.18855150093406,-84.36346704351035,Sandwich Place
1855,Madeira,39.190892600000005,-84.3635507,Kroger,39.1877481,-84.3618115,Supermarket
1856,Madeira,39.190892600000005,-84.3635507,Peoples Bank - Madeira Branch,39.189187271574966,-84.36228572428995,Bank
1857,Madeira,39.190892600000005,-84.3635507,The Curious Garden,39.189329784135786,-84.36239680072838,Flower Shop
1858,Madeira,39.190892600000005,-84.3635507,Madeira Market,39.189636255144656,-84.36211905825387,Convenience Store
1859,Madeira,39.190892600000005,-84.3635507,The Pink Box,39.187174,-84.363686,Clothing Store
1860,Madeira,39.190892600000005,-84.3635507,Mad Potter,39.18718683227817,-84.36270406666667,Arts & Crafts Store
1861,Madeira,39.190892600000005,-84.3635507,The Bookshelf Inc.,39.186904999999996,-84.362567,Bookstore
1862,Mansfield,40.758390000000006,-82.51544709999999,Athens Greek Restaurant,40.75954709753354,-82.51555131408362,Greek Restaurant
1863,Mansfield,40.758390000000006,-82.51544709999999,uncle johns place,40.758016999999995,-82.51597199999999,American Restaurant
1864,Mansfield,40.758390000000006,-82.51544709999999,Relax It's Just Coffee,40.76135529786169,-82.51543770783324,Café
1865,Mansfield,40.758390000000006,-82.51544709999999,Saffron Indian Cuisine,40.75792750798513,-82.51544702444424,Indian Restaurant
